#Constant Temperature fit results; RIPL III discrete level library; March 2020 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]     
#-------------------------------------------------------------------------------------------------------------------------
  15  30 P    1.68264   0.20283  -0.57332   0.62184 156  31  14   5  5.23010  1.97327  4.848E-03 *     0             2.122
  15  31 P    1.64579   0.20267   0.65320   0.58254 506  35   7  13  6.50180  4.78340  5.344E-03 *     0             2.226
  15  32 P    1.61088   0.20582  -1.35138   0.63625 163  33  14   5  4.31250  1.32284  5.731E-03 *     0             2.054
  15  33 P    1.57680   0.21001   0.72668   0.59203  48  32   7   7  6.18200  3.62850  7.831E-03 *     0             2.183
  15  34 P    1.54256   0.21277  -0.41705   0.62457  35  25  14   6  4.74440  2.32060  1.478E-02 *     0             2.783
  15  35 P    1.50719   0.21179   1.33377   0.57291  27  16  14   3  5.56070  3.85990  2.906E-02       0             2.469
  15  36 P    1.47013   0.20563   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  15  37 P    1.43189   0.19486   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  15  38 P    1.39321   0.18084   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  15  39 P    1.35476   0.16515   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  15  40 P    1.31717   0.14940   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  15  41 P    1.28101   0.13511   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  15  42 P    1.24676   0.12355   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  15  43 P    1.21485   0.11556   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  15  44 P    1.18568   0.11127   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  15  45 P    1.15958   0.11004   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  15  46 P    1.13690   0.11075   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  15  47 P    1.11797   0.11209   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  26 S    1.87386   0.25278   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  27 S    1.81675   0.23370   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  28 S    1.76682   0.21834   0.00000   1.00000   2   1   1   2  0.00000  1.50700                  0             0.000
  16  29 S    1.72257   0.20788   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  16  30 S    1.68264   0.20283   1.54496   0.54964  31  27   7   3  7.35200  3.40260  7.944E-03 *     0             1.837
  16  31 S    1.64579   0.20267   0.34793   0.65991 118  59   7   4  7.05200  3.07726  3.882E-03 *     0             2.201
  16  32 S    1.61088   0.20582   2.17999   0.85673 457 171   7  12 10.45600  6.41100  3.072E-03 *     0             2.262
  16  33 S    1.57680   0.21001  -0.10212   0.65109 319  33  14   8  5.39500  3.22069  5.439E-03 *     0             2.417
  16  34 S    1.54256   0.21277   1.42588   0.61536 267  35   7  25  6.89000  6.42142  3.946E-03 *     0             2.179
  16  35 S    1.50719   0.21179  -0.08522   0.64295 141  33  12   7  5.55000  3.42110  1.061E-02 *     0             1.842
  16  36 S    1.47013   0.20563   1.90060   0.49310  26  16   7   9  5.83090  5.25120  4.981E-02       0             2.245
  16  37 S    1.43189   0.19486  -0.34832   0.50019  40  22   7   2  4.07200  0.64618  2.136E-02       0             1.762
  16  38 S    1.39321   0.18084   0.00000   1.00000  15   1   1   2  0.00000  1.29202                  0             0.000
  16  39 S    1.35476   0.16515   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  16  40 S    1.31717   0.14940   0.00000   1.00000  11   1   1   2  0.00000  0.90369                  0             0.000
  16  41 S    1.28101   0.13511   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  16  42 S    1.24676   0.12355   0.00000   1.00000   5   1   1   2  0.00000  0.90300                  0             0.000
  16  43 S    1.21485   0.11556   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  16  44 S    1.18568   0.11127   0.00000   1.00000   9   1   1   3  0.00000  1.36500                  0             0.000
  16  45 S    1.15958   0.11004   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  46 S    1.13690   0.11075   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  16  47 S    1.11797   0.11209   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  48 S    1.10316   0.11284   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  49 S    1.09265   0.11212   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  28 Cl   1.76682   0.21834   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  29 Cl   1.72257   0.20788   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  17  30 Cl   1.68264   0.20283   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  31 Cl   1.64579   0.20267   2.80903   0.55439  20  17  14   1  7.59400  0.00000  5.009E-02   F   0             2.040
  17  32 Cl   1.61088   0.20582  -0.84115   0.63115  66  32  14   1  5.16600  0.00000  1.654E-02 *     0             2.243
  17  33 Cl   1.57680   0.21001   0.04288   0.56087  91  26   7   4  5.11700  2.35200  1.162E-02 *     0             1.668
  17  34 Cl   1.54256   0.21277  -1.15978   0.76702 342  73  14   6  5.44400  1.88714  3.687E-03 *     0             2.309
  17  35 Cl   1.50719   0.21179   0.38180   0.62175 352  38   7  10  5.82300  3.96750  7.378E-03 *     0             2.111
  17  36 Cl   1.47013   0.20563  -0.96343   0.67837 422  42  16  11  4.55143  2.81057  3.489E-03 *     0             2.044
  17  37 Cl   1.43189   0.19486   0.38426   0.64176 333  60   7   4  6.19642  3.10352  8.881E-03 *     0             2.572
  17  38 Cl   1.39321   0.18084  -0.78686   0.56316  90  34  14   5  4.07350  1.61741  5.527E-03 *     0             2.245
  17  39 Cl   1.35476   0.16515  -0.71469   0.41582  32  21   7   2  3.53370  0.39642  1.201E-02 *     0             2.823
  17  40 Cl   1.31717   0.14940   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  17  41 Cl   1.28101   0.13511   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  17  42 Cl   1.24676   0.12355   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  17  43 Cl   1.21485   0.11556   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  17  44 Cl   1.18568   0.11127   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  17  45 Cl   1.15958   0.11004   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  17  46 Cl   1.13690   0.11075   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  17  47 Cl   1.11797   0.11209   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  48 Cl   1.10316   0.11284   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  49 Cl   1.09265   0.11212   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  50 Cl   1.08576   0.10975   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  51 Cl   1.08165   0.10591   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  30 Ar   1.68264   0.20283   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  18  31 Ar   1.64579   0.20267   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  32 Ar   1.61088   0.20582   0.00000   1.00000   4   1   1   2  0.00000  1.86700                  0             0.000
  18  33 Ar   1.57680   0.21001   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  18  34 Ar   1.54256   0.21277   1.47520   0.47315  22  12   7   4  5.30700  3.87300  1.547E-02       0             1.882
  18  35 Ar   1.50719   0.21179   0.70675   0.57535  45  28   7   2  6.15300  1.18403  1.409E-02 *     0             2.288
  18  36 Ar   1.47013   0.20563   2.14469   0.54231 267  24   7   3  6.86690  4.17832  1.013E-02 *     0             2.338
  18  37 Ar   1.43189   0.19486  -0.04378   0.64565 110  41  17  13  5.26700  3.70619  2.139E-03 *     0             2.386
  18  38 Ar   1.39321   0.18084   1.66506   0.63102 677  77   7  10  7.70200  4.87700  2.049E-03 *     0             2.558
  18  39 Ar   1.35476   0.16515  -0.80221   0.53913 116  35  19   4  4.12000  2.09275  4.539E-03 *     0             2.408
  18  40 Ar   1.31717   0.14940   0.34749   0.51571 179  74   7  11  6.01300  3.91885  7.689E-03 *     0             2.578
  18  41 Ar   1.28101   0.13511  -0.70893   0.37303 128  32   7   5  3.90000  1.35371  1.436E-02 *     0             1.848
  18  42 Ar   1.24676   0.12355   0.82975   0.30733  66  19   7   2  4.63390  1.20822  9.177E-03 *     0             2.300
  18  43 Ar   1.21485   0.11556  -0.76221   0.24572  22  10   7   1  1.94496  0.00000  6.744E-02   F   0             0.000
  18  44 Ar   1.18568   0.11127   0.00000   1.00000  12   1   1   3  0.00000  1.15797                  0             0.000
  18  45 Ar   1.15958   0.11004  -0.55095   0.22789  20   9   7   1  1.91100  0.00000  4.865E-02       0             0.000
  18  46 Ar   1.13690   0.11075   0.00000   1.00000   2   1   1   2  0.00000  1.57700                  0             0.000
  18  47 Ar   1.11797   0.11209   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  18  48 Ar   1.10316   0.11284   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  18  49 Ar   1.09265   0.11212   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  50 Ar   1.08576   0.10975   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  18  51 Ar   1.08165   0.10591   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  52 Ar   1.07950   0.10100   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  53 Ar   1.07845   0.09560   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  32 K    1.61088   0.20582   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  33 K    1.57680   0.21001   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  34 K    1.54256   0.21277   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  35 K    1.50719   0.21179   0.00000   1.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  19  36 K    1.47013   0.20563  -0.78111   0.45619  22  12   7   1  2.86940  0.00000  3.280E-02       0             0.000
  19  37 K    1.43189   0.19486  -0.06065   0.58630 103  33  11   4  4.84260  2.17018  5.905E-03 *     0             1.855
  19  38 K    1.39321   0.18084  -0.51690   0.62331 104  46  20   6  4.80600  2.61301  3.617E-03 *     0             2.250
  19  39 K    1.35476   0.16515   0.92577   0.57147 234  64  11  11  6.55100  4.12650  2.356E-03 *     0             2.503
  19  40 K    1.31717   0.14940  -1.44138   0.53525 197  60  19  12  3.92407  2.29055  3.696E-03 *     0             2.407
  19  41 K    1.28101   0.13511  -1.16038   0.48715 204  60  20  11  4.07500  2.31662  4.270E-03 *     0             2.398
  19  42 K    1.24676   0.12355  -2.30544   0.42087 283  57  14   4  2.71810  0.63873  9.588E-03 *     0             2.525
  19  43 K    1.21485   0.11556  -1.16203   0.36589  72  40  13   5  3.45560  1.10993  9.756E-03 *     0             2.615
  19  44 K    1.18568   0.11127   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  19  45 K    1.15958   0.11004   0.24481   0.29774  27  16  14   2  3.44000  0.47445  8.136E-03       0             1.874
  19  46 K    1.13690   0.11075   0.00000   1.00000  16   1   1   2  0.00000  0.58740                  0             0.000
  19  47 K    1.11797   0.11209   1.83036   0.29960  30  15  14   2  4.90000  0.36000  2.387E-02       0             2.164
  19  48 K    1.10316   0.11284   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  19  49 K    1.09265   0.11212   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  19  50 K    1.08576   0.10975   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  19  51 K    1.08165   0.10591   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  52 K    1.07950   0.10100   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  53 K    1.07845   0.09560   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  54 K    1.07758   0.09046   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  55 K    1.07593   0.08647   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  56 K    1.07246   0.08433   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  20  34 Ca   1.54256   0.21277   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  20  35 Ca   1.50719   0.21179   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  20  36 Ca   1.47013   0.20563   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  20  37 Ca   1.43189   0.19486   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  20  38 Ca   1.39321   0.18084   1.69830   0.43796  52  17   7   4  5.81600  3.68390  1.016E-02 *     0             2.223
  20  39 Ca   1.35476   0.16515   0.92211   0.46936  94  27  10   4  5.48600  3.02510  1.058E-02 *     0             2.462
  20  40 Ca   1.31717   0.14940   2.75219   0.45574 754  43   7  13  7.70180  6.02971  3.366E-03 *     0             2.450
  20  41 Ca   1.28101   0.13511  -0.13855   0.46449 272  63  11  10  5.15440  3.04986  4.989E-03 *     0             2.571
  20  42 Ca   1.24676   0.12355   0.53020   0.44857 553  94   7  11  6.18200  3.65400  2.736E-03 *     0             2.685
  20  43 Ca   1.21485   0.11556  -1.13858   0.39029 256  46  17  13  3.50530  2.10270  5.064E-03 *     0             2.765
  20  44 Ca   1.18568   0.11127   0.48423   0.37265 207  65   7   9  5.40400  3.30786  6.654E-03 *     0             2.602
  20  45 Ca   1.15958   0.11004  -0.65649   0.30148 104  25   9   3  3.03500  1.43477  7.291E-03 *     0             2.482
  20  46 Ca   1.13690   0.11075   1.54317   0.35411  91  54   7   9  6.30900  3.85970  7.759E-03 *     0             2.685
  20  47 Ca   1.11797   0.11209   0.99022   0.30192 139  26   7   4  4.61100  2.59953  3.293E-02       0             2.663
